,HBCU,INSTNM,BBRR4_FED_PELL_DFLT,BBRR4_FED_PELL_PAIDINFULL,PELL_DEBT_MDN,COSTT4_A,ADM_RATE,C150_4_PELL,RET_FT4,MD_EARN_WNE_P6
1080,0.0,University of Iowa,0.05,0.14,19451.0,26358.0,0.86,0.616,0.8864,52696.0
1081,0.0,Kirkwood Community College,0.18,0.08,8470.0,14211.0,,,,37525.0
1082,0.0,La James International College-Cedar Falls,PS,PS,,,,,,21855.0
1083,0.0,La James International College-Johnston,PS,PS,,,,,,24808.0
1084,0.0,La James College of Hairstyling and Cosmetology,PS,PS,6860.0,,,,,20024.0
1085,0.0,La James International College-Ft Dodge,PS,PS,,,,,,20209.0
1086,0.0,Loras College,0.05-0.09,0.15-0.19,18750.0,46656.0,0.8984,0.5063,0.7653,46069.0
1087,0.0,Luther College,<=0.05,0.15-0.19,23838.0,61175.0,0.7532,0.5446,0.8115,49541.0
1088,0.0,Maharishi International University,<=0.10,<=0.10,12500.0,28730.0,0.9429,0.4,0.5625,26468.0
1089,0.0,Marshalltown Community College,0.10-0.19,0.10-0.19,6500.0,12858.0,,,,36574.0
1090,0.0,Mercy College of Health Sciences,0.05-0.09,0.10-0.14,13939.0,31905.0,0.9671,0.4667,0.6667,53375.0
1091,0.0,Morningside University,<=0.05,0.10-0.14,17313.0,48778.0,0.7061,0.4128,0.6459,47687.0
1092,0.0,Mount Mercy University,0.05-0.09,0.10-0.14,19000.0,51154.0,0.7527,0.4675,0.7373,52871.0
1093,0.0,Ashford University,0.18,0.04,9654.0,30106.0,,0.1092,0.2984,33397.0
1094,0.0,North Iowa Area Community College,0.15-0.19,0.10-0.14,6246.0,13853.0,,,,39491.0
1095,0.0,University of Northern Iowa,0.05,0.14,17250.0,20969.0,0.9495,0.5677,0.8257,47222.0
1096,0.0,Northwestern College,<=0.05,0.25-0.29,19000.0,47339.0,0.8733,0.5132,0.7836,46731.0
1097,0.0,Northeast Iowa Community College,0.15-0.19,0.10-0.14,9500.0,15856.0,,,,38805.0
1098,0.0,Northwest Iowa Community College,<=0.10,0.10-0.19,8000.0,18118.0,,,,49635.0
1099,0.0,Des Moines University-Osteopathic Medical Center,<=0.05,0.15-0.19,,,,,,
1100,0.0,Palmer College of Chiropractic,<=0.02,0.03-0.04,8379.0,,,0.0,,40025.0
1101,0.0,PCI Academy-Ames,<=0.20,<=0.20,5439.0,,,,,26492.0
1102,0.0,Saint Ambrose University,0.07-0.08,0.11-0.12,20500.0,48547.0,0.7392,0.496,0.7907,51616.0
1103,0.0,St Luke's College,PS,<=0.20,15110.0,28417.0,0.8,1.0,,54850.0
1104,0.0,La James International College-Davenport,PS,PS,,,,,,19736.0
1105,0.0,Simpson College,0.05-0.09,0.10-0.14,18000.0,57690.0,0.891,0.5887,0.7832,49946.0
1106,0.0,Southeastern Community College,0.20-0.24,0.10-0.14,8494.0,15487.0,,,,34355.0
1107,0.0,Southwestern Community College,0.10-0.19,<=0.10,8873.0,16606.0,,,,36878.0
1108,0.0,Capri College-Davenport,PS,PS,5534.0,,,,,27848.0
1109,0.0,Iowa School of Beauty-Sioux City,PS,PS,,,,,,21111.0
1110,0.0,SOHO Hair Academy,PS,PS,,,,,,26909.0
1111,0.0,Upper Iowa University,0.09-0.10,0.07-0.08,19500.0,48044.0,0.5423,0.2571,0.5682,48776.0
1112,0.0,Waldorf University,0.10-0.14,0.05-0.09,11688.0,36036.0,0.7386,0.2361,0.6952,50515.0
1113,0.0,Wartburg College,0.05-0.09,0.15-0.19,19000.0,59828.0,0.9745,0.4766,0.7046,48795.0
1114,0.0,Wartburg Theological Seminary,PS,PS,,,,,,
1115,0.0,The Salon Professional Academy-Cedar Falls,PS,PS,,,,,,10696.0
1116,0.0,Western Iowa Tech Community College,0.15-0.19,0.10-0.14,7500.0,14290.0,,,,35639.0
1117,0.0,William Penn University,0.15-0.19,0.05-0.09,12000.0,39936.0,0.5767,0.2707,0.6238,40189.0
1118,0.0,Allen County Community College,0.10-0.19,<=0.10,4500.0,12409.0,,,,36480.0
1119,0.0,Baker University,0.07-0.08,0.07-0.08,20622.0,47258.0,0.9175,0.3571,0.7972,54747.0
1120,0.0,Barton County Community College,0.10-0.19,<=0.10,6500.0,15559.0,,,,36095.0
1121,0.0,Benedictine College,<=0.05,0.15-0.19,19500.0,51009.0,0.9883,0.5455,0.7678,45000.0
1122,0.0,Bethany College,0.10-0.19,<=0.10,9500.0,50636.0,0.6603,0.3333,0.4727,40805.0
1123,0.0,Bethel College-North Newton,0.10-0.19,<=0.10,13125.0,46600.0,0.9715,0.3,0.75,40808.0
1124,0.0,Butler Community College,0.17-0.18,0.05-0.06,8000.0,18675.0,,,,35102.0
1125,0.0,Central Christian College of Kansas,0.30-0.39,<=0.10,15750.0,32981.0,,0.2778,0.47,37685.0
1126,0.0,Cloud County Community College,0.10-0.19,<=0.10,6223.0,14945.0,,,,34705.0
1127,0.0,Coffeyville Community College,0.20-0.29,<=0.10,5500.0,10476.0,,,,30267.0
1128,0.0,Colby Community College,0.10-0.19,0.10-0.19,6467.0,12007.0,,,,38878.0
1129,0.0,Cowley County Community College,0.10-0.14,0.05-0.09,5250.0,12569.0,,,,33469.0
1130,0.0,Dodge City Community College,0.20-0.39,<=0.20,4750.0,11044.0,,,,35682.0
1131,0.0,Donnelly College,PS,PS,,27477.0,,0.2712,0.7727,34791.0
1132,0.0,Emporia State University,0.07-0.08,0.07-0.08,14705.0,19376.0,0.9567,0.4239,0.7158,41389.0
1133,0.0,Flint Hills Technical College,<=0.20,<=0.20,6887.0,20221.0,,,,43014.0
1134,0.0,Fort Hays State University,0.08,0.09,15359.0,18598.0,0.8802,0.3883,0.7597,44428.0
1135,0.0,Barclay College,PS,PS,24543.0,38490.0,0.5268,0.4545,0.875,35820.0
1136,0.0,Friends University,0.10-0.14,0.05-0.09,18750.0,43844.0,0.6327,0.3562,0.6192,42960.0
1137,0.0,Fort Scott Community College,0.20-0.29,<=0.10,5455.0,12331.0,,,,30641.0
1138,0.0,Garden City Community College,0.10-0.19,<=0.10,4494.0,11152.0,,,,34493.0
1139,0.0,Haskell Indian Nations University,PS,PS,,9390.0,0.9331,0.2589,,28425.0
1140,0.0,Hays Academy of Hair Design,PS,PS,9833.0,,,,,24139.0
1141,0.0,Hesston College,<=0.10,0.10-0.19,12000.0,43654.0,,0.5217,0.8182,46707.0
1142,0.0,Highland Community College,0.20-0.24,0.05-0.09,5500.0,14550.0,,,,35580.0
1143,0.0,Hutchinson Community College,0.10-0.14,0.05-0.09,6948.0,12638.0,,,,36892.0
1144,0.0,Independence Community College,0.20-0.39,<=0.20,4476.0,12648.0,,,,29674.0
1145,0.0,Johnson County Community College,0.13,0.09,5351.0,18094.0,,,,39003.0
1146,0.0,Concorde Career College-Kansas City,0.20-0.29,<=0.10,9500.0,,0.9853,,,33845.0
1147,0.0,Kansas City Kansas Community College,0.15-0.19,<=0.05,6250.0,18670.0,,,,34617.0
1148,0.0,Kansas Christian College,PS,PS,8148.0,22426.0,,0.1111,0.5161,
1149,0.0,University of Kansas,0.07,0.14,17825.0,24888.0,0.8784,0.5207,0.8469,51217.0
1150,0.0,Newman University,0.05-0.09,0.10-0.14,17000.0,44536.0,0.5103,0.4681,0.6875,47051.0
1151,0.0,Old Town Barber College-Wichita,PS,PS,,,,,,14124.0
1152,0.0,Kansas State University,0.07,0.14,19000.0,24923.0,0.9514,0.5992,0.8619,49330.0
1153,0.0,Kansas Wesleyan University,0.10-0.19,<=0.10,18478.0,44048.0,0.6962,0.2222,0.6245,44811.0
1154,0.0,Washburn Institute of Technology,0.14,0.08,14250.0,16109.0,0.4199,,,42881.0
1155,0.0,Labette Community College,<=0.20,<=0.20,7295.0,12267.0,,,,35424.0
1156,0.0,Manhattan Area Technical College,0.10-0.19,<=0.10,7975.0,18253.0,,,,44928.0
1157,0.0,Manhattan Christian College,<=0.20,<=0.20,18125.0,32545.0,0.4796,0.45,0.5714,40023.0
1158,0.0,McPherson College,0.10-0.19,0.10-0.19,14000.0,47059.0,0.6588,0.5402,0.6296,41446.0
1159,0.0,MidAmerica Nazarene University,0.10-0.14,0.10-0.14,15000.0,51534.0,0.6682,0.3333,0.6316,57433.0
1160,0.0,Neosho County Community College,0.10-0.19,<=0.10,5500.0,15471.0,,,,36917.0
1161,0.0,North Central Kansas Technical College,0.10-0.19,<=0.10,8000.0,20183.0,,,,41498.0
1162,0.0,Northwest Kansas Technical College,<=0.20,<=0.20,8592.0,,,,,36392.0
1163,0.0,Ottawa University-Ottawa,0.09-0.10,0.05-0.06,13100.0,50165.0,0.7823,0.2674,0.5681,49139.0
1164,0.0,Ottawa University-Kansas City,0.09-0.10,0.05-0.06,13100.0,,,,,49139.0
1165,0.0,Pittsburg State University,0.11,0.10,14592.0,19841.0,0.8618,0.4333,0.7491,43793.0
1166,0.0,Pratt Community College,0.20-0.29,0.10-0.19,5500.0,15774.0,,,,44798.0
1167,0.0,University of Saint Mary,0.10-0.14,0.10-0.14,16250.0,43809.0,0.8193,0.2857,0.6971,54827.0
1168,0.0,Salina Area Technical College,<=0.20,<=0.20,5500.0,13438.0,,,,39065.0
1169,0.0,Seward County Community College,<=0.20,<=0.20,4500.0,12963.0,,,,37298.0
1170,0.0,Southwestern College,0.05-0.09,0.05-0.09,13000.0,51374.0,0.7016,0.3537,0.4901,48034.0
1171,0.0,Sterling College,0.10-0.19,0.10-0.19,12000.0,42886.0,0.611,0.371,0.5922,40722.0
1172,0.0,Tabor College,0.10-0.19,<=0.10,14000.0,46710.0,0.5271,0.386,0.6339,42896.0
1173,0.0,Washburn University,0.14,0.08,14250.0,20321.0,,0.4095,0.694,42881.0
1174,0.0,Wichita State University-Campus of Applied Sciences and Technology,0.15-0.19,0.05-0.09,7500.0,14992.0,,,,37617.0
1175,0.0,Wichita State University,0.10,0.10,16116.0,20964.0,0.9485,0.5105,0.6602,44043.0
1176,0.0,Wichita Technical Institute,0.20-0.39,<=0.20,10136.0,,,,,29006.0
1177,0.0,Alice Lloyd College,0.10-0.19,<=0.10,7750.0,27810.0,0.9833,0.3333,0.5468,35174.0
1178,0.0,Asbury University,0.05-0.09,0.10-0.14,18000.0,44967.0,0.7873,0.6067,0.8295,35563.0
1179,0.0,Asbury Theological Seminary,<=0.05,0.05-0.09,,,,,,
1180,0.0,Ashland Community and Technical College,0.20-0.29,<=0.10,8500.0,12465.0,,,,30330.0
1181,0.0,Bellarmine University,0.07-0.08,0.13-0.14,20450.0,58078.0,0.8778,0.5256,0.8105,49819.0
1182,0.0,Berea College,PS,PS,,54396.0,0.2458,0.5951,0.8225,35676.0
1183,0.0,PJ's College of Cosmetology-Bowling Green,PS,PS,7452.0,,,,,19150.0
1184,0.0,Southcentral Kentucky Community and Technical College,0.20-0.24,<=0.05,8119.0,13187.0,,,,32195.0
1185,0.0,Brescia University,<=0.10,<=0.10,23429.0,40632.0,0.5036,0.3134,0.7661,39897.0
1186,0.0,Campbellsville University,0.15-0.19,0.05-0.09,9500.0,40775.0,,0.453,0.5961,34639.0
1187,0.0,Bluegrass Community and Technical College,0.19-0.20,0.05-0.06,7191.0,12437.0,,,,32081.0
1188,0.0,Centre College,<=0.10,0.20-0.29,23391.0,60700.0,0.6285,0.803,0.8886,50073.0
1189,0.0,Clear Creek Baptist Bible College,PS,PS,,15723.0,,0.5,0.8333,35559.0
1190,0.0,Paul Mitchell the School-Lexington,PS,PS,9833.0,,,,,21361.0
1191,0.0,Galen College of Nursing-Louisville,0.09-0.10,0.05-0.06,17365.0,,,0.5669,0.875,58951.0
1192,0.0,University of the Cumberlands,0.08,0.11,9034.0,24278.0,0.8302,0.4541,0.7012,39046.0
1193,0.0,Eastern Kentucky University,0.12,0.08,15791.0,21228.0,0.6431,0.3963,0.7698,38611.0
1194,0.0,Elizabethtown Community and Technical College,0.20-0.24,0.05-0.09,6500.0,12591.0,,,,32562.0
1195,0.0,Frontier Nursing University,<=0.05,0.10-0.14,,,,,,
1196,0.0,Georgetown College,0.10-0.14,0.10-0.14,15000.0,55456.0,0.7152,0.3364,0.6466,40393.0
1197,0.0,PJ's College of Cosmetology-Glasgow,PS,PS,,,,,,16280.0
1198,0.0,Hazard Community and Technical College,PS,PS,7243.0,11869.0,,,,26147.0
1199,0.0,Paul Mitchell the School-Louisville,<=0.20,<=0.20,9833.0,,,,,24238.0
1200,0.0,Henderson Community College,<=0.20,<=0.20,7613.0,12028.0,,,,31551.0
1201,0.0,Hopkinsville Community College,0.10-0.19,<=0.10,7994.0,13178.0,,,,32645.0
1202,0.0,Jefferson Community and Technical College,0.19-0.20,0.05-0.06,7567.0,12981.0,,,,32950.0
1203,0.0,Summit Salon Academy-Lexington,PS,PS,6333.0,,,,,18903.0
1204,0.0,American National University-Pikeville,PS,PS,,21562.0,,0.2,,26172.0
1205,0.0,Kentucky Mountain Bible College,PS,PS,,16340.0,0.45,0.625,0.875,21778.0
1206,1.0,Kentucky State University,0.10-0.19,<=0.10,13334.0,21223.0,0.915,0.3243,0.5291,29640.0
1207,0.0,Kentucky Wesleyan College,0.10-0.19,<=0.10,10067.0,41058.0,0.6855,0.3696,0.5707,35895.0
1208,0.0,University of Kentucky,0.07,0.12,18500.0,30635.0,0.9489,0.5451,0.8454,47266.0
1209,0.0,Kentucky Christian University,0.10-0.19,<=0.10,8707.0,37121.0,0.4439,0.2727,0.462,39921.0
1210,0.0,Lexington Theological Seminary,PS,PS,,,,,,
1211,0.0,Lindsey Wilson College,0.10-0.14,0.05-0.09,11250.0,38653.0,,0.3167,0.7132,34861.0
1212,0.0,University of Louisville,0.08,0.10,14862.0,29595.0,0.8154,0.5259,0.7827,46571.0
1213,0.0,Louisville Presbyterian Theological Seminary,PS,PS,,,,,,
1214,0.0,Madisonville Community College,0.10-0.19,<=0.10,6072.0,12614.0,,,,31257.0
1215,0.0,Maysville Community and Technical College,0.20-0.29,<=0.10,8671.0,11891.0,,,,27631.0
1216,0.0,Midway University,0.10-0.19,<=0.10,13885.0,40723.0,0.9376,0.4,0.7354,40738.0
1217,0.0,Morehead State University,0.13,0.06,15382.0,21837.0,0.8397,0.3798,0.6828,37131.0
1218,0.0,Murray State University,0.11,0.09,15892.0,21641.0,0.8398,0.4864,0.7744,38473.0
1219,0.0,Gateway Community and Technical College,0.20-0.24,<=0.05,9000.0,13362.0,,,,34492.0
1220,0.0,Northern Kentucky University,0.09,0.09,17464.0,18899.0,0.8601,0.3644,0.7747,42105.0
1221,0.0,West Kentucky Community and Technical College,0.20-0.24,0.05-0.09,6437.0,12869.0,,,,29823.0
1222,0.0,University of Pikeville,0.15-0.19,0.05-0.09,14000.0,34523.0,,0.2864,0.6776,34508.0
1223,0.0,Big Sandy Community and Technical College,0.20-0.29,<=0.10,7079.0,12474.0,,,,28106.0
1224,0.0,Empire Beauty School-Chenoweth,0.20-0.24,<=0.05,7706.0,,,,,20215.0
1225,0.0,Empire Beauty School-Elizabethtown,0.20-0.29,<=0.10,6222.0,,,,,19897.0
1226,0.0,Empire Beauty School-Dixie,0.20-0.29,<=0.10,6661.0,,,,,19174.0
1227,0.0,Empire Beauty School-Florence,0.20-0.29,<=0.10,7667.0,,,,,19338.0
1228,0.0,Somerset Community College,0.20-0.24,0.05-0.09,8500.0,11775.0,,,,27858.0
1229,0.0,Southeast Kentucky Community & Technical College,0.20-0.39,<=0.20,5500.0,11904.0,,,,26999.0
1230,0.0,The Southern Baptist Theological Seminary,PS,PS,,,0.8723,,0.8333,
1231,0.0,Spalding University,0.05-0.09,0.05-0.09,23000.0,42917.0,0.9764,0.3784,0.7087,42870.0
1232,0.0,Sullivan University,0.17-0.18,0.05-0.06,11120.0,30100.0,,0.2381,,34516.0
1233,0.0,Thomas More University,0.10-0.14,0.05-0.09,14250.0,45868.0,0.9424,0.3481,0.6589,47148.0
1234,0.0,Transylvania University,0.05-0.09,0.10-0.14,20453.0,57015.0,0.9079,0.6032,0.7825,40447.0
1235,0.0,Union College,0.15-0.19,0.05-0.09,14750.0,41450.0,0.5342,0.3563,0.5926,36529.0
1236,0.0,Western Kentucky University,0.13,0.07,15500.0,23211.0,0.9695,0.3745,0.7658,38156.0
1237,0.0,Central Louisiana Technical Community College,PS,PS,7040.0,12076.0,,,,29573.0
1238,0.0,Ayers Career College,PS,PS,8821.0,,,,,24889.0
1239,0.0,Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,PS,PS,12657.0,,,,,69636.0
1240,0.0,Bossier Parish Community College,0.25-0.29,<=0.05,9500.0,16056.0,,,,26552.0
1241,0.0,Centenary College of Louisiana,0.10-0.19,<=0.10,15250.0,57199.0,0.6365,0.6047,0.6412,42821.0
1242,0.0,Cloyd's Beauty School 1 Inc,PS,PS,,,,,,
1243,0.0,Crescent City Bartending School,0.30-0.39,<=0.10,9500.0,,,,,22089.0
1244,0.0,Delgado Community College,0.21-0.22,0.03-0.04,10273.0,13828.0,,,,27129.0
1245,0.0,Avery James College,PS,PS,,,,,,19236.0
1246,0.0,Denham Springs Beauty School,PS,PS,,,,,,19304.0
1247,1.0,Dillard University,<=0.20,<=0.20,23800.0,33520.0,0.7989,0.4211,0.7055,28507.0
1248,0.0,Nunez Community College,0.20-0.39,<=0.20,8568.0,17152.0,,,,32367.0
1249,1.0,Grambling State University,0.20-0.24,<=0.05,25250.0,24264.0,0.4237,0.3289,0.7177,25589.0
1250,0.0,Belbo Beauty Institute,PS,PS,,,,,,21584.0
1251,0.0,ITI Technical College,0.10-0.19,<=0.10,11354.0,23900.0,,,,56551.0
1252,0.0,John Jay Beauty College,PS,PS,,,,,,26021.0
1253,0.0,Louisiana State University Health Sciences Center-New Orleans,<=0.02,0.15-0.16,15875.0,,,,,74290.0
1254,0.0,Louisiana State University-Alexandria,0.15-0.19,0.05-0.09,11167.0,14892.0,0.5767,0.1727,0.6667,37284.0
1255,0.0,Louisiana State University and Agricultural & Mechanical College,0.06,0.10,14000.0,33322.0,0.7572,0.5678,0.8357,49218.0
1256,0.0,Louisiana State University-Eunice,0.20-0.24,0.05-0.09,7017.0,17375.0,,,,30715.0
1257,0.0,Louisiana State University-Shreveport,0.09-0.10,0.05-0.06,17063.0,18196.0,0.8891,0.28,0.651,38467.0
1258,0.0,Aveda Arts & Sciences Institute-Baton Rouge,PS,PS,9833.0,,,,,21857.0
1259,0.0,Aveda Arts & Sciences Institute-Lafayette,PS,PS,7344.0,,,,,19975.0
1260,0.0,Louisiana Academy of Beauty,PS,PS,,,,,,17790.0
1261,0.0,Louisiana Christian University,0.15-0.19,0.05-0.09,10250.0,28160.0,0.7461,0.3806,0.5538,40615.0
1262,0.0,Opelousas School of Cosmetology,PS,PS,,,,,,18228.0
1263,0.0,Louisiana Tech University,0.07-0.08,0.07-0.08,16073.0,23390.0,0.6237,0.472,0.8094,44903.0
1264,0.0,Loyola University New Orleans,0.09,0.09,19000.0,59044.0,0.7811,0.6332,0.7636,34092.0
1265,0.0,McNeese State University,0.13-0.14,0.09-0.10,15541.0,20355.0,0.7124,0.3706,0.6854,38713.0
1266,0.0,University of New Orleans,0.09-0.10,0.07-0.08,11250.0,22232.0,0.6976,0.3245,0.6053,38410.0
1267,0.0,New Orleans Baptist Theological Seminary,PS,PS,,,,,0.8889,
1268,0.0,Nicholls State University,0.11-0.12,0.07-0.08,14806.0,20961.0,0.9843,0.3663,0.7492,38829.0
1269,0.0,University of Louisiana at Monroe,0.09-0.10,0.07-0.08,16250.0,22653.0,0.7011,0.4033,0.7272,40430.0
1270,0.0,Northwest Louisiana Technical Community College,PS,PS,,17196.0,,,,31084.0
1271,0.0,Northwestern State University of Louisiana,0.11-0.12,0.03-0.04,15840.0,23950.0,0.9793,0.4329,0.6115,39485.0
1272,0.0,University of Holy Cross,<=0.10,<=0.10,22113.0,26352.0,0.8735,0.0811,0.7593,46296.0
1273,0.0,Franciscan Missionaries of Our Lady University,0.05-0.09,0.05-0.09,19000.0,25871.0,0.8478,0.2917,0.8169,55851.0
1274,0.0,Pat Goins Beauty Schools formerly Paul Mitchell the School-Shreveport,PS,PS,5500.0,,,,,19184.0
1275,0.0,Celebrity Stylist Beauty School,PS,PS,,,,,,
1276,0.0,Pineville Beauty School,PS,PS,,,,,,17263.0
1277,0.0,Aveda Arts & Sciences Institute-Covington,0.25-0.26,0.05-0.06,7917.0,,,,,24647.0
1278,0.0,Saint Joseph Seminary College,PS,PS,,41450.0,,0.0,0.6429,24003.0
1279,0.0,LaSalle Tech,PS,PS,,,,,,18865.0
1280,0.0,Fletcher Technical Community College,<=0.20,<=0.20,8250.0,12575.0,,,,28291.0
1281,0.0,Remington College-Lafayette Campus,0.27-0.28,0.03-0.04,9500.0,30881.0,,,,26884.0
1282,0.0,SOWELA Technical Community College,PS,PS,,14901.0,,,,32044.0
1283,0.0,Stevensons Academy of Hair Design,PS,PS,,,,,,18109.0
1284,0.0,Southeastern Louisiana University,0.14,0.07,11720.0,21784.0,0.9898,0.3527,0.7056,37124.0
1285,1.0,Southern University and A & M College,0.17-0.18,<=0.02,16525.0,24483.0,0.539,0.2668,0.5932,33033.0
1286,1.0,Southern University at New Orleans,<=0.20,<=0.20,20214.0,20982.0,0.9353,0.16,0.4574,29148.0
1287,1.0,Southern University at Shreveport,0.20-0.39,<=0.20,8076.0,17518.0,,,,22990.0
1288,0.0,University of Louisiana at Lafayette,0.09,0.07,16032.0,23800.0,0.7456,0.3843,0.7002,42668.0
1289,0.0,Northshore Technical Community College,PS,PS,8250.0,15214.0,,,,27306.0
1290,0.0,Tulane University of Louisiana,0.09,0.09,20588.0,80932.0,0.1145,0.831,0.9314,50220.0
1291,1.0,Xavier University of Louisiana,0.10-0.14,<=0.05,14750.0,38603.0,0.9516,0.4059,0.6819,40643.0
1292,0.0,College of the Atlantic,<=0.20,<=0.20,20167.0,54969.0,0.6008,0.5185,0.7391,
1293,0.0,Bates College,<=0.20,0.20-0.39,14980.0,77870.0,0.1374,0.8889,0.9313,59202.0
1294,0.0,Beal University,<=0.20,<=0.20,11569.0,,,0.3871,0.375,40158.0
1295,0.0,Bowdoin College,<=0.20,0.20-0.39,13161.0,76310.0,0.0919,0.9437,0.9632,61692.0
1296,0.0,Maine College of Health Professions,PS,PS,14052.0,24311.0,0.5625,1.0,,
1297,0.0,Central Maine Community College,0.20-0.24,0.05-0.09,8250.0,14976.0,,,,31977.0
1298,0.0,Colby College,<=0.20,0.20-0.39,11450.0,78665.0,0.0761,0.9,0.928,60052.0
1299,0.0,Eastern Maine Community College,0.15-0.19,0.05-0.09,8000.0,16037.0,,,,40444.0
1300,0.0,Kennebec Valley Community College,0.10-0.19,<=0.10,10413.0,14677.0,,,,44404.0
1301,0.0,The Landing School,PS,PS,,40093.0,,,,
1302,0.0,University of Maine at Augusta,0.15-0.19,0.05-0.09,15549.0,18446.0,,0.2069,0.6595,36467.0
1303,0.0,University of Maine at Farmington,0.05-0.09,0.10-0.14,17687.0,23772.0,0.9417,0.4887,0.7114,31513.0
1304,0.0,University of Maine at Fort Kent,0.10-0.19,<=0.10,14033.0,18231.0,0.9924,0.3333,0.5909,61217.0
1305,0.0,University of Maine,0.09,0.10,18500.0,25586.0,0.9396,0.4545,0.7509,43124.0
1306,0.0,Maine Maritime Academy,<=0.05,0.15-0.19,26899.0,29140.0,0.5765,0.6122,0.86,93944.0
1307,0.0,University of Maine at Presque Isle,0.10-0.19,<=0.10,9782.0,16717.0,0.9699,0.7297,0.5816,33793.0
1308,0.0,University of New England,0.04,0.11,22000.0,59327.0,0.9628,0.491,0.7005,48957.0
1309,0.0,Northern Maine Community College,<=0.20,<=0.20,8534.0,16229.0,,,,34802.0
1310,0.0,Empire Beauty School-Maine,0.20-0.29,<=0.10,7667.0,,,,,19338.0
1311,0.0,Maine College of Art & Design,<=0.10,<=0.10,22824.0,55612.0,0.7396,0.4583,0.7212,24333.0
1312,0.0,Saint Joseph's College of Maine,0.05-0.06,0.15-0.16,19000.0,56612.0,0.8084,0.5556,0.7719,52884.0
1313,0.0,Spa Tech Institute-Westbrook,0.10-0.19,0.10-0.19,6333.0,,,,,24126.0
1314,0.0,Southern Maine Community College,0.15-0.16,0.07-0.08,6964.0,15862.0,,,,36780.0
1315,0.0,University of Southern Maine,0.08,0.08,14556.0,21010.0,0.8543,0.3669,0.6736,47107.0
1316,0.0,Thomas College,0.10-0.19,<=0.10,20000.0,42804.0,0.9724,0.4496,0.7718,40495.0
1317,0.0,Unity Environmental University,<=0.10,0.10-0.19,4535.0,21676.0,0.9431,0.4588,0.3934,31698.0
1318,0.0,Washington County Community College,PS,PS,5500.0,13787.0,,,,
1319,0.0,Allegany College of Maryland,0.20-0.24,0.05-0.09,8250.0,16367.0,,,,33534.0
1320,0.0,Anne Arundel Community College,0.11-0.12,0.07-0.08,7063.0,19167.0,,,,38890.0
1321,0.0,Award Beauty School,PS,PS,7768.0,,,,,16898.0
1322,0.0,Baltimore Studio of Hair Design,PS,PS,,,,,,17672.0
1323,0.0,Baltimore City Community College,PS,PS,,11974.0,,,,27972.0
1324,0.0,University of Baltimore,0.09,0.04,19312.0,25573.0,0.8933,0.3521,0.6,48197.0
1325,1.0,Bowie State University,0.15-0.16,0.03-0.04,13750.0,23671.0,0.8654,0.4038,0.7252,43877.0
1326,0.0,Capitol Technology University,<=0.10,<=0.10,13000.0,39553.0,0.6434,0.4651,0.725,76545.0
1327,0.0,Cecil College,0.15-0.19,0.05-0.09,9500.0,14003.0,,,,39837.0
1328,0.0,College of Southern Maryland,0.13-0.14,0.07-0.08,5500.0,12260.0,,,,37269.0
1329,0.0,Chesapeake College,PS,PS,,9869.0,,,,35022.0
1330,0.0,Washington Adventist University,<=0.10,<=0.10,23875.0,33024.0,0.5143,0.4583,0.86,40114.0
1331,1.0,Coppin State University,0.15-0.19,<=0.05,16513.0,18010.0,0.4495,0.2101,0.6163,42243.0
1332,0.0,Del-Mar-Va Beauty Academy,PS,PS,,,,,,18809.0
1333,0.0,North American Trade Schools,0.35-0.39,0.05-0.09,8372.0,,,,,43206.0
1334,0.0,Frederick Community College,0.10-0.14,0.05-0.09,5500.0,8693.0,,,,38093.0
1335,0.0,Frostburg State University,0.11-0.12,0.09-0.10,16742.0,25798.0,0.8788,0.4482,0.7229,43638.0
1336,0.0,Garrett College,0.20-0.39,<=0.20,6750.0,11940.0,,,,28920.0
1337,0.0,Goucher College,0.05-0.09,0.10-0.14,19500.0,65729.0,0.8024,0.6641,0.7719,40563.0
1338,0.0,Hagerstown Community College,0.15-0.19,0.05-0.09,6500.0,12323.0,,,,35634.0
1339,0.0,Harford Community College,0.10-0.14,0.05-0.09,7550.0,13223.0,,,,36741.0
1340,0.0,Hood College,0.05-0.09,0.10-0.14,20000.0,56858.0,0.7787,0.5745,0.7307,48415.0
1341,0.0,Howard Community College,0.15-0.19,<=0.05,9116.0,14597.0,,,,39195.0
1342,0.0,Aveda Institute-Maryland,PS,PS,6333.0,,,,,24894.0
1343,0.0,Johns Hopkins University,0.02,0.20,8884.0,78415.0,0.0725,0.9106,0.9695,86306.0
1344,0.0,Lincoln College of Technology-Columbia,0.25-0.26,0.05-0.06,9692.0,,,,,36485.0
